Recipe Title,Ingredients,Steps
Ζουμερές πάστες με μπανάνα βήμα–βήμα,"1 κούπα βούτυρο, 1 κούπα ζάχαρη άχνη, 5 αυγά, χωρισμένα σε κρόκους και ασπράδια, 1/2 κουτ. γλυκού απόσταγμα βανίλιας (ή 1 κάψουλα βανίλιας), 1 1⁄2 κούπα γιαούρτι (όποιο θέλουμε), 3 κούπες αλεύρι για όλες τις χρήσεις, 3 κουτ. σούπας μπέικιν πάουντερ","Για τις ζουμερές πάστες με μπανάνα ξεκινάμε και χτυπάμε στο μίξερ, με το φτερό, για 1-2 λεπτά, το βούτυρο και την με την άχνη., Προσθέτουμε έναν-έναν τους κρόκους , στη συνέχεια τη βανίλια και το γιαούρτι., Αναμειγνύουμε το αλεύρι με το μπέικιν πάουντερ και τα ρίχνουμε κουταλιά-κουταλιά στο μείγμα., Συνολικά, χτυπάμε το μείγμα για 10-12 λεπτά., Μεταφέρουμε το μείγμα σε ένα μπολ., Καθαρίζουμε πολύ καλά τον κάδο του μίξερ και φροντίζουμε να είναι εντελώς στεγνός., Ρίχνουμε μέσα τα ασπράδια., Τα χτυπάμε, με το σύρμα, στη δυνατή ταχύτητα, για 4-5 λεπτά μέχρι να γίνουν μαρέγκα., Την αδειάζουμε στη ζύμη., Την ενσωματώνουμε ανακατεύοντας απαλά με μια σπάτουλα., Ακουμπάμε πάνω στη λαμαρίνα του φούρνου μια λαδόκολλα και πάνω της ένα τσέρκι τετράγωνο ή παραλληλόγραμμο., Αδειάζουμε μέσα τη ζύμη και την απλώνουμε ομοιόμορφα., Την ψήνουμε σε προθερμασμένο φούρνο στους 170°-180° C για περίπου 1 ώρα., Κάνουμε το τεστ με το μαχαίρι ή το καλαμάκι για να δούμε αν έχει ψηθεί το παντεσπάνι., Το ξεφορμάρουμε και το αφήνουμε να κρυώσει για περίπου 6 ώρες., Χτυπάμε στο μίξερ την κρέμα γάλακτος μέχρι να πήξει, για περίπου 4 λεπτά., Προσθέτουμε το ζαχαρούχο και χτυπάμε σε χαμηλή ταχύτητα για 1 λεπτό., Μεταφέρουμε την κρέμα σε ένα μπολ., Προσθέτουμε την μπανάνα κομμένη σε μικρά κομματάκια., Ανακατεύουμε και βάζουμε το μείγμα στο ψυγείο μέχρι να το χρησιμοποιήσουμε, Κόβουμε το πάνω μέρος από το παντεσπάνι, εκεί που φουσκώνει, ώστε να ισιώσει., Μετά κόβουμε αυτό που έχει μείνει σε δύο φέτες., Βάζουμε τη μία φέτα μέσα στο τσέρκι που είχαμε ψήσει το παντεσπάνι., Το σιροπιάζουμε με ένα κρύο σιρόπι που έχουμε βράσει για 1 λεπτό με 1 προς 1 αναλογία στη ζάχαρη και το νερό., Απλώνουμε από πάνω τα 3/4 από την κρέμα., Σκεπάζουμε με τη δεύτερη φέτα από το παντεσπάνι., Σιροπιάζουμε και αυτή τη φέτα., Βάζουμε το γλυκό, και την κρέμα που περίσσεψε, στο ψυγείο για 1 νύχτα., Σερβίρουμε σε ρηχά μπολ ή βαθιά πιάτα και περιχύνουμε με όση κρέμα θέλουμε., Διακοσμούμε κατά βούληση."
Μάφιν μπανάνας με κομματάκια σοκολάτας,"3 μπανάνες ώριμες, 1/2 κούπα βούτυρο, 1/2 κούπα ζάχαρη, 1 αυγό μεγάλο ή 2 μικρά, 1/2 κούπα γάλα, 2 κούπες αλεύρι που φουσκώνει μόνο του, 150 γρ. κουβερτούρα γάλακτος, σε κομματάκια","Για τα μάφιν μπανάνας με κομματάκια σοκολάτας ξεκινάμε και προθερμαίνουμε τον φούρνο στους 180° C., Λιώνουμε τις μπανάνες στο μούλτι να γίνουν πουρές., Λιώνουμε το βούτυρο σε ένα κατσαρολάκι, φροντίζοντας να μην κάψει., Το μεταφέρουμε σε ένα μπολ και το ανακατεύουμε με τη ζάχαρη., Όταν λιώσει η ζάχαρη, προσθέτουμε το αυγό, το γάλα, τον πουρέ μπανάνας και το αλεύρι., Ανακατεύουμε πολύ καλά, να ομογενοποιηθεί το μείγμα., Τέλος, ενσωματώνουμε τα κομματάκια σοκολάτας., Μοιράζουμε το μείγμα σε θήκες για μάφιν και τα ψήνουμε για 25-30 λεπτά."
Φαρφαλίνες με σαλσίτσια και μύδια,"400 γρ. φαρφαλίνες ή άλλο μικρό ζυμαρικό, όπως κοφτό μακαρονάκι, αχηβάδες, κοχύλια, κοραλλάκια, 20 μύδια, πλυμένα, 4 σαλσίτσια ή άλλα μικρά χωριάτικα λουκάνικα της αρεσκείας μας, ψιλοκομμένα, 1 κρεμμύδι, ψιλοκομμένο, 2-3 ολόκληρα ντοματάκια κονσέρβας, ψιλοκομμένα (ή 2 μικρές φρέσκες ντομάτες, στην εποχή τους), 60 γρ. παρμεζάνα, τριμμένη, 80 ml ημίγλυκο κρασί, λευκό ή κόκκινο, 3 κουτ. σούπας ελαιόλαδο, αλάτι, πιπέρι φρεσκοτριμμένο","Για τις φαρφαλίνες με σαλσίτσια και μύδια ξεκινάμε και ζεσταίνουμε το ελαιόλαδο και σοτάρουμε το κρεμμύδι και τη σαλσίτσια για 2-3 λεπτά., Προσθέτουμε τα μύδια και τα σοτάρουμε καλά κι αυτά μέχρι να ανοίξουν., Όσα μύδια δεν ανοίξουν τα πετάμε., Προσθέτουμε την ντομάτα και σβήνουμε με το κρασί., Τα αφήνουμε να πάρουν μία βράση., Στο μεταξύ, προβράζουμε τα ζυμαρικά σε αλατισμένο νερό για 5 λεπτά και τα σουρώνουμε, αλλά κρατάμε το νερό του βρασμού., Ρίχνουμε τα προβρασμένα ζυμαρικά μέσα στο σκεύος με τα μύδια και προσθέτουμε πιπέρι και λίγο από το νερό του βρασμού τους., Μαγειρεύουμε μέχρι να γίνουν τα ζυμαρικά αλ ντέντε και συμπληρώνουμε σταδιακά με όσο ζεστό νερό χρειαστεί., Όταν έχουν γίνει τα ζυμαρικά, θα πρέπει να έχουν μείνει με μια πηχτή σαλτσούλα., Προσθέτουμε την παρμεζάνα, ανακατεύουμε και σερβίρουμε. Αλατίζουμε κατά βούληση."
Πώς το φτιάχνουν το μπουρέκι; Με μεγάλο και στριφτό χειροποίητο φύλλο,"1 κιλό αλεύρι σκληρό, 100 ml ελαιόλαδο, 20 γρ. αλάτι (περίπου 1 γεμάτη κουτ. σούπας), 500-600 ml νερό σε θερμοκρασία περιβάλλοντος","Σε βαθύ μπολ ή στον κάδο του μίξερ ανακατεύουμε το αλεύρι με το αλάτι και το ελαιόλαδο., Ρίχνουμε σταδιακά το νερό, ζυμώνοντας επίμονα μέχρι να σχηματιστεί ένα λείο, εύπλαστο και μαλακό ζυμάρι. Το χωρίζουμε σε 3 ίσα μέρη και τα πλάθουμε σε μικρές μπάλες. Αν θέλουμε να κάνουμε μικρότερα μπουρέκια, τότε χωρίζουμε το ζυμάρι σε 6 μέρη., Τακτοποιούμε τα μπαλάκια ζύμης σε ένα σκεύος και καλύπτουμε καλά με μεμβράνη, για να μην ξεραθούν. Αφήνουμε στην άκρη για 2-3 ώρες, ώστε να ξεκουραστεί το ζυμάρι. Εν τω μεταξύ, ετοιμάζουμε τη γέμιση., Σε φαρδιά κατσαρόλα ζεσταίνουμε το ελαιόλαδο σε δυνατή φωτιά και σοτάρουμε τον κιμά για 4-5 λεπτά, μέχρι να ροδίσει και να γίνει σπυρωτός., Προσθέτουμε τα κρεμμύδια και συνεχίζουμε το σοτάρισμα για άλλα 4-5 λεπτά, μέχρι να μαλακώσουν, ανακατεύοντας τακτικά., Ρίχνουμε την ντομάτα και τη δάφνη, ανακατεύουμε και χαμηλώνουμε τη φωτιά. Σκεπάζουμε με το καπάκι και σιγομαγειρεύουμε για περίπου 1 ώρα, χωρίς να προσθέσουμε νερό, μέχρι να λιώσουν τα κρεμμύδια και να μαγειρευτεί ο κιμάς με τα υγρά των κρεμμυδιών και της ντομάτας. Αποσύρουμε από τη φωτιά και αφήνουμε τον κιμά να κρυώσει., Ρίχνουμε αλατοπίπερο και τα τυριά και ανακατεύουμε καλά., Σε μπολ ανακατεύουμε όλα τα υλικά μέχρι να αναμειχθούν., Σε ένα σουρωτήρι βάζουμε την κολοκύθα και την ανακατεύουμε με τα χέρια με το αλάτι, για να μαλακώσει κάπως. Την αφήνουμε 30 λεπτά για να αποβάλει τα υγρά της., Την πιέζουμε με τα χέρια μας για να στραγγίξει καλά και την αδειάζουμε σε μπολ. Προσθέτουμε όλα τα υλικά και ανακατεύουμε καλά., Η σταφίδα θα μαλακώσει με τα υγρά της κολοκύθας και το πλιγούρι θα απορροφήσει όλα τα περιττά υγρά, για ένα τέλεια ισορροπημένο αποτέλεσμα., Αλευρώνουμε μια επιφάνεια στρογγυλή, διαμέτρου περίπου 70 εκ., κατά προτίμηση το ξύλο ανοίγματος φύλλου (πλαστήρι) ή το τραπέζι της κουζίνας., Παίρνουμε ένα κομμάτι ζύμης, το αλευρώνουμε και με τον πλάστη, ή καλύτερα τη βέργα, αρχίζουμε να ανοίγουμε τη ζύμη σε φύλλο. Αλευρώνουμε τακτικά, αλλά με λίγη ποσότητα αλευριού για να μη σφίξει το φύλλο., Αφού το ανοίξουμε αρκετά, περίπου σε διάμετρο 50 εκ., αφήνουμε τον πλάστη στην άκρη και ραντίζουμε το φύλλο μας με ελαιόλαδο (ή λιωμένο βούτυρο ή μισό μισό) σε όλη του την επιφάνεια., Αρχίζουμε να τραβάμε με το χέρι μας απαλά το φύλλο περιμετρικά, μέχρι να πετύχουμε ένα πολύ λεπτό φύλλο, σχεδόν διάφανο. Για να γίνει όσο λεπτό το θέλουμε, μπορούμε να του αλλάζουμε πλευρά, τυλίγοντάς το απαλά στη βέργα και διπλώνοντάς το στη μέση. Αν θέλουμε, ανεμίζουμε τη βέργα μας, όπως ανεμίζουμε τη σημαία, και το φύλλο σε κάθε κίνησή μας θα τραβιέται προς τα κάτω και θα γίνεται λεπτότερο., Το τακτοποιούμε στο πλαστήρι και ραντίζουμε πάλι την επιφάνειά του με λάδι. Βάζουμε περιμετρικά το 1/3 της γέμισης της αρεσκείας μας, σχηματίζοντας ένα «λουκάνικο» πάχους περίπου 3 εκ., Στη συνέχεια αρχίζουμε να γυρνάμε προς τα μέσα το φύλλο γύρω γύρω, σχηματίζοντας όμορφο ρολό. Όσο τυλίγουμε το φύλλο, ταυτόχρονα το τραβάμε ελαφρώς, μέχρι που στο τέλος θα σκιστεί μόνο του στο κέντρο και θα τελειοποιήσουμε το σχήμα του ρολού., Προθερμαίνουμε τον φούρνο στους 170°C, στη λειτουργία του αέρα., Λαδώνουμε καλά ένα στρογγυλό ταψί και τακτοποιούμε το μπουρέκι σε σχήμα σαλίγκαρου ή σε στριφτό., Λαδώνουμε γενναιόδωρα την επιφάνεια του μπουρεκιού και το ραντίζουμε με λίγες σταγόνες νερό. Ψήνουμε για περίπου 1 ώρα ή μέχρι να ροδοκοκκινίσει το μπουρέκι μας και να γίνει τραγανό."
Πιλάφι με ξηρούς καρπούς και μελωμένες χειμωνιάτικες ρίζες,"60 γρ. αμύγδαλα, 60 γρ. φουντούκια, 80 γρ. βούτυρο αιγοπρόβειο από βάζο (ή αγελαδινό), 2 μέτρια ξερά κρεμμύδια, ψιλοκομμένα, 500 γρ. ρύζι μπασμάτι (ή άλλο για πιλάφι), 1/4 κουτ. γλυκού σποράκια από καρδάμωμο, καλά κοπανισμένα, 1 καρφάκι γαρίφαλο, 70 γρ. μαύρες σταφίδες, 1.200 ml σπιτικός ζωμός κοτόπουλου ή πράσινο τσάι με άρωμα περγαμόντο, 70 γρ. ψίχα από φιστίκια Αιγίνης, κομμένα στη μέση, αλάτι, φρεσκοτριμμένο πιπέρι, λίγα φυλλαράκια από φρέσκο θυμάρι, για το στόλισμα","Για το πιλάφι με ξηρούς καρπούς και μελωμένες χειμωνιάτικες ρίζες ξεκινάμε ως εξής: Με το εργαλείο που ξεφλουδίζουμε τα λαχανικά καθαρίζουμε όλες τις ρίζες και τις κόβουμε σε κύβους του 1,5 εκ., Σε ένα αντικολλητικό τηγάνι ζεσταίνουμε σε μέτρια φωτιά το βούτυρο, το κονιάκ, τον χυμό λεμονιού και το μέλι, για 1-2 λεπτά, μέχρι να λιώσει το βούτυρο και να διαλυθεί το μέλι., Ρίχνουμε όλες τις ρίζες και το θυμάρι και σείουμε το τηγάνι - αποφεύγουμε το ανακάτεμα για να μη βαφτούν οι ρίζες από το κόκκινο χρώμα των παντζαριών και γίνουν όλες ροζ., Χαμηλώνουμε τη φωτιά και σιγομαγειρεύουμε με σκεπασμένο σκεύος για 20 λεπτά, χωρίς άλλη προσθήκη υγρού (οι ρίζες θα βγάλουν τα δικά τους υγρά)., Ξεσκεπάζουμε το τηγάνι και μαγειρεύουμε για λίγα λεπτά ακόμη, μέχρι να μελώσει η σάλτσα και να γλασαριστούν οι ρίζες., Απλώνουμε μαζί τα αμύγδαλα και τα φουντούκια σε ένα ταψάκι, και τα καβουρδίζουμε σε φούρνο προθερμασμένο στους 170°C, για 7-10 λεπτά, ανακατεύοντας μια δυο φορές., Αφήνουμε να κρυώσουν τελείως και τα χοντροκοπανίζουμε., Παράλληλα σε μια φαρδιά και ρηχή κατσαρόλα ζεσταίνουμε το βούτυρο σε χαμηλή φωτιά και σοτάρουμε τα κρεμμύδια για περίπου 15 λεπτά, μέχρι να γίνουν διάφανα και να μαλακώσουν., Ρίχνουμε το ρύζι, το καρδάμωμο και το γαρίφαλο και ανακατεύουμε., Αλατοπιπερώνουμε, προσθέτουμε τις σταφίδες και σβήνουμε με τον ζωμό ή το τσάι., Δυναμώνουμε τη φωτιά αφήνουμε να πάρει μία βράση και χαμηλώνουμε ξανά τη θερμοκρασία., Σιγομαγειρεύουμε για 15-20 λεπτά ή για όσο αναγράφεται στη συσκευασία του ρυζιού., Αποσύρουμε από τη φωτιά, σκεπάζουμε την κατσαρόλα με μια πετσέτα και αφήνουμε στην άκρη για 5-10 λεπτά για να απορροφηθούν οι υδρατμοί., Προσθέτουμε τα αμύγδαλα, τα φουντούκια και τα φιστίκια Αιγίνης, ανακατεύουμε και αδειάζουμε το πιλάφι σε φόρμα στρογγυλή, με τρύπα στη μέση, πιέζοντας για να πάρει το πιλάφι το σχήμα της φόρμας., Σκεπάζουμε με πετσέτα και αφήνουμε για 10 λεπτά κατά μέρος., Ξεφορμάρουμε το πιλάφι σε πιατέλα και αδειάζουμε στην τρύπα στο κέντρο του τις ρίζες μαζί με το μελωμένο ζουμί τους., Στολίζουμε με τα κλωνάρια θυμάρι και σερβίρουμε."
Τας κεμπάπ με πουρέ τραχανά,"1 κιλό μοσχάρι ελιά, σε κύβους 3 εκ., 150 γρ. ξερό κρεμμύδι, ψιλοκομμένο, 2 σκελίδες σκόρδο, λιωμένες, 1/2 κουτ. γλυκού κανέλα σε σκόνη, 2 φύλλα δάφνη, 1/2 κουτ. γλυκού μπαχάρι σε σκόνη, 100 γρ. πελτές ντομάτας, διαλυμένος σε 100 ml λευκό, ξηρό κρασί, 2 λίτρα ζωμός λαχανικών, 100 ml ελαιόλαδο, αλάτι, φρεσκοτριμμένο πιπέρι","Για να φτιάξουμε το τας κεμπάπ με πουρέ τραχανά, ξεκινάμε ζεσταίνοντας σε μια κατσαρόλα το ελαιόλαδο σε μέτρια φωτιά και σοτάρουμε το κρεμμύδι, το σκόρδο, την κανέλα, τις δάφνες και το μπαχάρι για 2-3 λεπτά, μέχρι να μαραθεί το κρεμμύδι., Προσθέτουμε το κρέας και σοτάρουμε για 3-4 λεπτά, μέχρι να ροδίσει., Ρίχνουμε το μείγμα πελτέ-κρασιού, μαγειρεύουμε για 1-2 λεπτά, μέχρι να εξατμιστεί το αλκοόλ, και προσθέτουμε τον ζωμό. Αλατοπιπερώνουμε και αφήνουμε να πάρει μία βράση σε δυνατή φωτιά., Χαμηλώνουμε τη φωτιά και σιγομαγειρεύουμε για 30-40 λεπτά, μέχρι να μαλακώσει καλά το κρέας και να μείνει με αρκετή, δεμένη σάλτσα. Αποσύρουμε από τη φωτιά., Παράλληλα, σε μια κατσαρόλα ζεσταίνουμε το ελαιόλαδο και σοτάρουμε το κρεμμύδι, το σκόρδο και το θυμάρι για 2-3 λεπτά, μέχρι να μαραθούν., Ρίχνουμε τον τραχανά και τον ζωμό, αλατοπιπερώνουμε και αφήνουμε το μείγμα να πάρει μία βράση., Χαμηλώνουμε τη φωτιά και σιγοβράζουμε για περίπου 15 λεπτά, μέχρι να μαλακώσει ο τραχανάς, να πιει τα περισσότερα υγρά, αλλά να παραμείνει λίγο ζουμερός., Πολτοποιούμε τον τραχανά σε δόσεις, στον πολυκόφτη (ή μέσα στην κατσαρόλα, με ραβδομπλέντερ), μέχρι να γίνει ένας λείος πουρές., Μοιράζουμε τον πουρέ τραχανά σε μικρά μπολ, από πάνω βάζουμε τα κομμάτια του κρέατος και περιχύνουμε με τη σάλτσα του."
Φασόλια πιάζ με καπνιστό χέλι,"1.300 γρ. φασόλια βανίλιες Φενεού ΠΟΠ ή άλλη μικρόσπερμη ποικιλία, μουλιασμένα σε νερό αποβραδίς, 200 γρ. αγγούρι, σε μικρά καρέ, 150 γρ. πιπεριά πράσινη, σε μικρά καρέ, 300 γρ. ώριμη ντομάτα (στην εποχή της) ή ντοματάκια κονσέρβας, καλά στραγγισμένα, σε μικρά καρέ, 1 μάτσο μαϊντανός, ψιλοκομμένος, 2 φρέσκα κρεμμυδάκια, ψιλοκομμένα, 300 γρ. καπνιστό χέλι, σε λεπτές φέτες, αλάτι, φρεσκοτριμμένο πιπέρι","Για να φτιάξουμε φασόλια πιάζ με καπνιστό χέλι, ξεκινάμε με το ντρεσινγκ., Σε ένα μπολάκι ανακατεύουμε καλά με πιρούνι όλα τα υλικά., Στραγγίζουμε και ξεπλένουμε τα φασόλια. Τα βράζουμε σε μπόλικο νερό για 1 ώρα, μέχρι να μαλακώσουν καλά, αλλά να μη διαλύονται. Αλατίζουμε λίγα λεπτά πριν ολοκληρωθεί το μαγείρεμα. Τα στραγγίζουμε και τα αφήνουμε να κρυώσουν εντελώς., Τα βάζουμε σε μεγάλο μπολ και τα ανακατεύουμε με το αγγούρι, την πιπεριά, την ντομάτα, τον μαϊντανό, τα φρέσκα κρεμμυδάκια και αλατοπίπερο., Περιχύνουμε με το ντρέσινγκ και ανακατεύουμε. Σκορπίζουμε από πάνω το χέλι και σερβίρουμε."
Γαλατόπιτα χωρίς φύλλο (βίντεο),"750 γρ. κρέμα γάλακτος με 35-36% λιπαρά, 750 γρ. γάλα φρέσκο, πλήρες, 250 γρ. ζάχαρη λευκή, κρυσταλλική, 80 γρ. κορν φλάουρ, 15 γρ. αλεύρι για όλες τις χρήσεις, 2 λοβοί φρέσκιας βανίλιας, λίγη άχνη ζάχαρη για πασπάλισμα","Σε μια κατσαρόλα βάζουμε το γάλα και την κρέμα γάλακτος., Πάνω σε μια επιφάνεια κοπής, τοποθετούμε τους λοβούς βανίλιας. Με ένα μυτερό μαχαίρι τους κόβουμε κατά μήκος και τους ανοίγουμε στα δύο., Με τη λάμα του μαχαιριού γδέρνουμε το εσωτερικό τους για να μαζέψουμε τα μικρά μαύρα αρωματικά σποράκια και τα ρίχνουμε κι αυτά στην κατσαρόλα, μαζί με τους κομμένους λοβούς., Ανακατεύουμε καλά με σύρμα ώστε να σκορπίσουν μέσα στο υγρό και τοποθετούμε την κατσαρόλα σε μέτρια προς δυνατή φωτιά., Μόλις βράσει το μείγμα, αποσύρουμε την κατσαρόλα από τη φωτιά και την σκεπάζουμε με διάφανη μεμβράνη. Αφήνουμε στην άκρη για 30 λεπτά, ώστε να βγάλει η βανίλια τα αρώματά της., Σε ένα μπολ βάζουμε τη ζάχαρη, το κορν φλάουρ και το αλεύρι και τα ανακατεύουμε καλά με ένα σύρμα., Αφαιρούμε τη μεμβράνη από την κατσαρόλα και «ψαρεύουμε» από μέσα τους λοβούς βανίλιας και τους αφαιρούμε, όμως δεν τους πετάμε (δείτε τι μπορείτε να κάνετε με τους χρησιμοποιημένους λοβούς βανίλιας, εδώ)., Τοποθετούμε ξανά την κατσαρόλα στη φωτιά, να πάρει μια βράση το μείγμα και το αποσύρουμε., Αδειάζουμε λίγο από το υγρό μείγμα μέσα στο μπολ με τα στερεά υλικά και ανακατεύουμε με το σύρμα. Έπειτα αδειάζουμε το περιεχόμενο του μπολ μέσα στην κατσαρόλα με το υπόλοιπο υγρό. Ανακατεύουμε πολύ καλά., Επαναφέρουμε την κατσαρόλα στη φωτιά και αφήνουμε μέχρι να βράσει και να δέσει ανακατεύοντας συνεχώς με σύρμα ζαχαροπλαστικής. Συνεχίζουμε τον βρασμό για ακόμα 3-4 λεπτά ανακατεύοντας. Αποσύρουμε από τη φωτιά., Αδειάζουμε την κρέμα σε ένα μεσαίου μεγέθους πυρίμαχο σκεύος (δεν χρειάζεται να το βουτυρώσουμε και να το αλευρώσουμε) και ψήνουμε σε προθερμασμένο φούρνο, στους 170°C (στον αέρα) για 40 λεπτά., Βγάζουμε τη γαλατόπιτα, αφήνουμε να έρθει σε θερμοκρασία δωματίου και την τοποθετούμε στο ψυγείο μέχρι να κρυώσει καλά και να κάνει μια πετσούλα (περίπου 3 ώρες)., Κόβουμε τη γαλατόπιτα σε κομμάτια και σερβίρουμε με λίγη άχνη."
"Κρεατόσουπα με οσομπούκο, μοσχαρίσια ελιά και λαχανικά","1 κιλό μοσχαρίσια ελιά, σε μέτρια κομμάτια, 1 φέτα οσομπούκο (χοντρή φέτα από μοσχαρίσιο κότσι), πάχους 3 εκ. και βάρους 400 γρ. περίπου, 1 καρότο, καθαρισμένο, ολόκληρο, 1 ξερό κρεμμύδι, κομμένο στα τέσσερα, 2 κλωνάρια σέλερι, ολόκληρα, 1 φύλλο δάφνης, 5-6 κόκκοι μαύρο πιπέρι, 2 σκελίδες σκόρδου, καθαρισμένες, 500 ml λευκό ξηρό κρασί","Για να φτιάξουμε την κρεατόσουπα με οσομπούκο, μοσχαρίσια ελιά και λαχανικά ξεκινάμε με τον ζωμό και σε μια μεγάλη κατσαρόλα βάζουμε τα κομμάτια του μοσχαριού, τα καλύπτουμε πολύ καλά με νερό (περίπου 2-21⁄2 λίτρα) και βάζουμε να πάρει βράση, σε δυνατή φωτιά., Χαμηλώνουμε τη φωτιά και ξαφρίζουμε σχολαστικά για σχεδόν 30 λεπτά, για να γίνει όσο γίνεται διαυγής ο ζωμός., Προσθέτουμε το ολόκληρο καρότο, το κρεμμύδι, το σέλερι, τη δάφνη, τους κόκκους πιπεριού, το σκόρδο και το κρασί και σιγοβράζουμε σε πολύ χαμηλή φωτιά για σχεδόν 3 ώρες, με μισοσκεπασμένη κατσαρόλα, μέχρι τα κρεατικά να μαλακώσουν καλά και να βγάλουν όλο το κολλαγόνο τους., Αν χρειαστεί, προσθέτουμε λίγο ακόμα ζεστό νερό κατά το μαγείρεμα., Βγάζουμε τα κρεατικά σε πιατέλα., Μόλις κρυώσουν, ψιλοκόβουμε το ψαχνό., Σουρώνουμε τον ζωμό σε άλλη, καθαρή κατσαρόλα και τον αφήνουμε να πάρει μία βράση σε μέτρια φωτιά., Ρίχνουμε τις πατάτες και βράζουμε για 10-12 λεπτά, μέχρι σχεδόν να μαλακώσουν., Προσθέτουμε τα καρότα, μαγειρεύουμε για 3 λεπτά και στη συνέχεια ρίχνουμε τα υπόλοιπα λαχανικά και τα μανιτάρια και μαγειρεύουμε για άλλα 2-3 λεπτά., Προσθέτουμε το ψιλοκομμένο κρέας, αφήνουμε για 1 λεπτό και τραβάμε από τη φωτιά., Ρίχνουμε το ελαιόλαδο, χυμό λεμονιού κατά βούληση, τον μαϊντανό και αλατοπίπερο., Ανακατεύουμε και σερβίρουμε την κρεατόσουπα με οσομπούκο, μοσχαρίσια ελιά και λαχανικά."
Πιλάφι με αρνάκι και πιπεριές Φλωρίνης στον φούρνο,"2 κιλά αρνίσιο μπούτι με το κόκαλο, σε μέτρια κομμάτια, 60 ml ελαιόλαδο, 150 γρ. ξερό κρεμμύδι, ψιλοκομμένο, 550 γρ. ρύζι νυχάκι, 1 σκελίδα σκόρδου, λιωμένη, 1.800 γρ. σπιτικός ζωμός κότας ή κρέατος ή νερό, 250 γρ. φρέσκες πιπεριές Φλωρίνης, ψιλοκομμένες, 100 γρ. βούτυρο αγελάδας, σε κομμάτια, λίγα φυλλαράκια βασιλικού, ψιλοκομμένα, αλάτι, άσπρο πιπέρι","Για να φτιάξουμε το πιλάφι μαγειρεμένο με αρνάκι ροδισμένο στον φούρνο, αρχικά προθερμαίνουμε τον φούρνο στους 180°C., Σε φαρδιά κατσαρόλα σοτάρουμε το αρνάκι στο ελαιόλαδο, σε δυνατή φωτιά (σε δόσεις, αν χρειάζεται) για 6-7 λεπτά, μέχρι να ροδίσει καλά από όλες τις μεριές., Το μεταφέρουμε σε ένα ταψί, αλατοπιπερώνουμε και το ψήνουμε για 30 λεπτά, μέχρι να μισομαλακώσει., Στην κατσαρόλα όπου σοτάραμε το αρνάκι και στο ελαιόλαδο που έμεινε στο σκεύος σοτάρουμε το κρεμμύδι σε χαμηλή φωτιά, για 2-3 λεπτά., Προσθέτουμε το ρύζι και το σκόρδο και σοτάρουμε για 2 λεπτά., Ρίχνουμε τον ζωμό και το μισοψημένο αρνάκι και σιγοβράζουμε για 30-40 λεπτά, μέχρι το κρέας να μαλακώσει καλά – στο διάστημα αυτό θα έχει γίνει και το ρύζι. Τα τελευταία 5 λεπτά ρίχνουμε τις πιπεριές (όχι νωρίτερα) και ανακατεύουμε., Τραβάμε από τη φωτιά, ρίχνουμε το βούτυρο και ανακατεύουμε μέχρι να λιώσει., Νοστιμίζουμε με αλατοπίπερο και τον βασιλικό, ανακατεύουμε και σερβίρουμε το πιλάφι μαγειρεμένο με αρνάκι ροδισμένο στον φούρνο και πιπεριές Φλωρίνης αμέσως."
